,epoch,train_loss,train_acc,train_pre,train_rec,train_f1,train_auc,train_mcc,train_pr_auc,valid_loss,valid_acc,valid_pre,valid_rec,valid_f1,valid_auc,valid_mcc,valid_pr_auc,test_acc,test_pre,test_rec,test_f1,test_auc,test_mcc,test_pr_auc
0,0.0,0.5728170327448407,0.6270226537216829,0.6360804304729538,0.9581911262798635,0.764595744680851,0.6816494412638996,0.0364350591193776,0.8246959259019754,0.4639338374328016,0.7051039697542533,0.6819571865443425,1.0,0.8109090909090909,0.9545306081670453,0.3674084303102188,0.9647243786014941,0.719626168224299,0.6926229508196722,1.0,0.8184019370460048,0.9709098008590394,0.4065034679863093,0.9796432152054548
1,1.0,0.20817182510850113,0.9344660194174758,0.9397237337798242,0.9577645051194539,0.948658356222269,0.9814426050664078,0.8584071062398567,0.988610476071403,0.1063313580959655,0.9744801512287334,0.9665697674418605,0.9940209267563528,0.9801031687546058,0.9961036116522761,0.9452693976606923,0.9893561201362548,0.9514018691588785,0.930939226519337,0.9970414201183432,0.9628571428571429,0.9788844501847236,0.8972267127373075,0.9804879413483609
2,2.0,0.05682658938592563,0.9862459546925566,0.986423419601188,0.9918941979522184,0.9891512444160817,0.9967019744677869,0.9703947897848166,0.9942772456995459,0.08877421703386791,0.9848771266540642,0.9766423357664233,1.0,0.9881831610044313,0.9970565744828832,0.967714811769159,0.9899374750356641,0.9495327102803738,0.9260273972602739,1.0,0.9615931721194879,0.9872946264980627,0.8939294920305872,0.9909660009004243
3,3.0,0.05613343091430434,0.988673139158576,0.9889549702633815,0.9931740614334471,0.9910600255427842,0.9968822875902034,0.9756241316493821,0.9945025901986626,0.09326260233822144,0.9867674858223062,0.9795021961932651,1.0,0.9896449704142012,0.9969931717139114,0.9717253671343179,0.990644126798264,0.9551401869158879,0.9337016574585635,1.0,0.9657142857142856,0.989892770252005,0.905511569074394,0.993440883640849
4,4.0,0.050870293855843934,0.9892125134843581,0.9897959183673469,0.9931740614334471,0.9914821124361158,0.9962528337153324,0.9767868828699567,0.9933837996356774,0.07015012070450348,0.9886578449905482,0.9823788546255506,1.0,0.9911111111111112,0.9972371763096514,0.9757428495599831,0.9900445401894401,0.9626168224299065,0.9466292134831461,0.9970414201183432,0.9711815561959655,0.991334514762863,0.9205965542382608,0.994255332863104
5,5.0,0.04640042211984997,0.988673139158576,0.9902044293015332,0.9918941979522184,0.9910485933503836,0.9969024613914106,0.9756327494116386,0.9951188111646487,0.0724118079784166,0.9867674858223062,0.9795021961932651,1.0,0.9896449704142012,0.9967453245261123,0.9717253671343179,0.9897402872004895,0.9607476635514018,0.9439775910364145,0.9970414201183432,0.9697841726618704,0.9913945874508154,0.9166888601114797,0.9946090616481754
6,6.0,0.04060311445879962,0.9908306364617044,0.9914893617021276,0.9940273037542662,0.9927567106945036,0.9968682128451752,0.9802718949404615,0.993993048240774,0.060680179042470535,0.9914933837429112,0.9867256637168141,1.0,0.9933184855233852,0.9972218059414159,0.9817823257985235,0.9900371294819322,0.9663551401869159,0.9519774011299436,0.9970414201183432,0.9739884393063584,0.9929865136815548,0.9284281417712874,0.9955064567284932
7,7.0,0.04179207539585737,0.9927184466019418,0.9940298507462687,0.9944539249146758,0.9942418426103647,0.9978948873019526,0.9843410192841001,0.9936419842918508,0.07695835159998211,0.9858223062381852,0.9780701754385965,1.0,0.9889135254988913,0.9971680096525913,0.9697192311089893,0.9900029945776896,0.9532710280373832,0.9335180055401662,0.9970414201183432,0.9642346208869813,0.9934220406692098,0.9011093554546582,0.995904919632929
8,8.0,0.0409166741525471,0.9924487594390508,0.9927659574468085,0.9953071672354948,0.994034938219003,0.9968929218420025,0.9837543953426401,0.9946883182445275,0.053761402627414474,0.9896030245746692,0.9852507374631269,0.9985052316890882,0.991833704528582,0.997179537428768,0.9776963935323965,0.9900124455964017,0.9626168224299065,0.9466292134831461,0.9970414201183432,0.9711815561959655,0.9934821133571622,0.9205965542382608,0.995888380547429
9,9.0,0.04029030554969077,0.9908306364617044,0.9906542056074766,0.9948805460750854,0.9927628778203491,0.9968439730065156,0.9802703665907341,0.9953131359196317,0.04497838066098595,0.994328922495274,0.9925705794947994,0.9985052316890882,0.9955290611028317,0.9973025003746527,0.987810105942041,0.9900836755297256,0.9626168224299065,0.9491525423728814,0.9940828402366864,0.9710982658959538,0.9932117862613763,0.920237434585831,0.995696609834469
10,10.0,0.03694081983600362,0.9924487594390508,0.9931856899488927,0.9948805460750854,0.9940323955669224,0.9976345045189314,0.983756064072415,0.9945098681247447,0.08239764220143769,0.9839319470699432,0.9752186588921283,1.0,0.9874538745387454,0.997294815190535,0.9657120940561706,0.9900788017552641,0.9439252336448598,0.9184782608695652,1.0,0.9575070821529745,0.9935872405610789,0.8823879390326809,0.9960218640135914
11,11.0,0.04073289858163239,0.9900215749730313,0.9898089171974522,0.9944539249146758,0.9921259842519685,0.9970605676938937,0.9785282013731323,0.9944860366549505,0.08349813817294283,0.9829867674858223,0.9737991266375546,1.0,0.9867256637168141,0.9973793522158307,0.9637110629273524,0.9901287830298492,0.9383177570093458,0.9110512129380054,1.0,0.9534555712270804,0.9946985852881987,0.8708837885775997,0.9967217438239355
12,12.0,0.06370487380642223,0.9838187702265372,0.9876174210076858,0.9867747440273038,0.9871959026888605,0.9942847152022259,0.9652185403180594,0.9942965422229626,0.1186327051628484,0.9810964083175804,0.9709724238026125,1.0,0.9852724594992637,0.9968606022878793,0.9597140003274862,0.9898209385998127,0.9345794392523364,0.9061662198391421,1.0,0.9507735583684951,0.9921454960502207,0.8632335844894843,0.9952674497707815
13,13.0,0.04386147022239277,0.9927184466019418,0.9936088623775032,0.9948805460750854,0.994244297591132,0.9971622186302082,0.9843375425815507,0.9932073701824234,0.10215782962734186,0.9839319470699432,0.9752186588921283,1.0,0.9874538745387454,0.997141111508179,0.9657120940561706,0.9899873495790941,0.9439252336448598,0.9184782608695652,1.0,0.9575070821529745,0.9941429129246389,0.8823879390326809,0.9964104848288293
14,14.0,0.038588642861047094,0.9921790722761596,0.9936034115138592,0.9940273037542662,0.9938153124333546,0.9973836612853183,0.9831810823287221,0.9963411991899138,0.058819771781282074,0.9896030245746692,0.9838235294117647,1.0,0.9918458117123795,0.9972102781652391,0.9777542261634995,0.9900285310731546,0.9588785046728971,0.9413407821229051,0.9970414201183432,0.9683908045977011,0.9943982218484366,0.912786410011923,0.9965560308755297
15,15.0,0.034887739194973004,0.9911003236245954,0.991075223119422,0.9948805460750854,0.9929742388758783,0.9977542962377268,0.9808509401810348,0.9951345252030036,0.06066978360800907,0.9886578449905482,0.9823788546255506,1.0,0.9911111111111112,0.9973370837031827,0.9757428495599831,0.9901039532145703,0.9551401869158879,0.9361111111111111,0.9970414201183432,0.9656160458452722,0.9947736761481393,0.9049967745774227,0.9967725020679857
16,16.0,0.03909757245078828,0.9913700107874865,0.9914965986394558,0.9948805460750854,0.9931856899488927,0.9973758419825248,0.9814316636832099,0.9933447602956755,0.04302838919525843,0.9924385633270322,0.9881831610044313,1.0,0.9940564635958394,0.9973140281508295,0.983799079146908,0.9900906225392645,0.9682242990654205,0.9546742209631728,0.9970414201183432,0.9753979739507959,0.9964857477547833,0.9323522688052134,0.9978718480692867
17,17.0,0.03239589549014355,0.9929881337648327,0.9923534409515717,0.9965870307167235,0.994465730097914,0.9976157381922273,0.984916601532086,0.9945723163008978,0.04458563024968627,0.9905482041587902,0.9852724594992637,1.0,0.9925816023738873,0.9973332411111239,0.979767379860189,0.9901018440010224,0.9626168224299065,0.9466292134831461,0.9970414201183432,0.9711815561959655,0.9952392394797706,0.9205965542382608,0.9970746538960946
18,18.0,0.03075357782729814,0.993797195253506,0.993619736282433,0.9965870307167235,0.9951011714589989,0.9977915161190235,0.9866565939047548,0.9954443212279919,0.03267298619806879,0.994328922495274,0.9925705794947994,0.9985052316890882,0.9955290611028317,0.9973601392555362,0.987810105942041,0.9901175150917755,0.9757009345794393,0.9656160458452722,0.9970414201183432,0.9810771470160117,0.9966058931306881,0.9481070601009468,0.9979420379325816
19,19.0,0.02461704290487041,0.9956850053937433,0.9961636828644501,0.9970136518771331,0.9965884861407249,0.9980789536897101,0.9907197500099207,0.9940418506315181,0.049789083233395405,0.9877126654064272,0.9809384164222874,1.0,0.9903774981495189,0.997256389269946,0.9737332349204466,0.9900573930501615,0.9551401869158879,0.9361111111111111,0.9970414201183432,0.9656160458452722,0.9939026221728291,0.9049967745774227,0.9962142430097238
20,20.0,0.03681639626123887,0.9902912621359223,0.9898132427843803,0.9948805460750854,0.9923404255319148,0.9974465284797774,0.9791096676945459,0.9945702565558885,0.03222114554939119,0.9933837429111532,0.9955089820359282,0.9940209267563528,0.9947643979057591,0.9972871300064171,0.9857805666611297,0.9900738933929653,0.9757009345794393,0.9821958456973294,0.9792899408284024,0.9807407407407408,0.9963656023788785,0.9478371765272446,0.9978283330083781
21,21.0,0.035887881601078614,0.9902912621359223,0.9910638297872341,0.9936006825938567,0.9923306348530038,0.9974290132415202,0.9791110614730687,0.9946002071510209,0.03699276265239304,0.9933837429111532,0.9910979228486647,0.9985052316890882,0.9947877885331348,0.997290972598476,0.9857836967169868,0.9900767594785292,0.9775700934579439,0.9710982658959537,0.9940828402366864,0.9824561403508771,0.9963656023788785,0.9518800117953344,0.9978062744668512
22,22.0,0.03261953618019787,0.9932578209277239,0.9936143039591315,0.9957337883959044,0.9946729171105902,0.997725521203447,0.9854960438345618,0.9938244400858585,0.03343858036594659,0.995274102079395,0.9925816023738873,1.0,0.996276991809382,0.997329398519065,0.9898603356491493,0.9900995835569504,0.9663551401869159,0.9519774011299436,0.9970414201183432,0.9739884393063584,0.9952092031357943,0.9284281417712874,0.9970558813209557
23,23.0,0.026253590275892164,0.9959546925566343,0.9953211399404509,0.9982935153583617,0.9968051118210863,0.9977198913054358,0.99130065034927,0.9936039105602841,0.03259052249949799,0.9933837429111532,0.9940298507462687,0.9955156950672646,0.994772218073189,0.9972832874143582,0.9857652615323047,0.9900719468534434,0.9794392523364486,0.9766763848396501,0.9911242603550295,0.9838472834067548,0.9964707295827951,0.9557687353945615,0.9978838789479325
24,24.0,0.024035507704090114,0.9954153182308522,0.9961620469083156,0.9965870307167235,0.9963744934954146,0.9981252439622471,0.9901407040609902,0.9943972993445538,0.031247502979813654,0.994328922495274,0.9925705794947994,0.9985052316890882,0.9955290611028317,0.9973370837031827,0.987810105942041,0.9901038935722174,0.9757009345794393,0.9656160458452722,0.9970414201183432,0.9810771470160117,0.9957949118433305,0.9481070601009468,0.9974335302947587
25,25.0,0.02695303917847405,0.9948759439050702,0.9948914431673053,0.9970136518771331,0.9959514170040487,0.9977239573428883,0.9889780036491529,0.9946194844261007,0.059208396349950836,0.9858223062381852,0.9780701754385965,1.0,0.9889135254988913,0.997367824439654,0.9697192311089893,0.990122019630378,0.9476635514018692,0.9234972677595629,1.0,0.9602272727272728,0.9940828402366864,0.8900779588606686,0.9963933717082343
26,26.0,0.029073134323877425,0.993797195253506,0.9944610140605028,0.9957337883959044,0.9950969942442975,0.9978071547246103,0.9866581310238199,0.9954333128846353,0.03377859802504681,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9973370837031827,0.9858176550943352,0.9901039533464782,0.9682242990654205,0.9546742209631728,0.9970414201183432,0.9753979739507959,0.996005166251164,0.9323522688052134,0.9975691254169075
27,27.0,0.02811809519995024,0.994066882416397,0.9936224489795918,0.9970136518771331,0.9953151618398637,0.9977380320879164,0.9872376396997763,0.9935958220353538,0.037517300347440184,0.9914933837429112,0.9867256637168141,1.0,0.9933184855233852,0.9973255559270061,0.9817823257985235,0.9900966095352208,0.9607476635514018,0.9439775910364145,0.9970414201183432,0.9697841726618704,0.995314330339711,0.9166888601114797,0.9971029649037
28,28.0,0.026864748598832915,0.9932578209277239,0.9936143039591315,0.9957337883959044,0.9946729171105902,0.9977811946393362,0.9854960438345618,0.9938135094684034,0.03493296819790099,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9973178707428882,0.9858176550943352,0.9900926916191839,0.9570093457943926,0.9387186629526463,0.9970414201183432,0.9670014347202296,0.9951341122758537,0.9088890871209596,0.9969717230470815
29,29.0,0.03397537916275836,0.9932578209277239,0.9936143039591315,0.9957337883959044,0.9946729171105902,0.997596971865523,0.9854960438345618,0.9943185534161241,0.045126500781555084,0.9886578449905482,0.9823788546255506,1.0,0.9911111111111112,0.9973486114793595,0.9757428495599831,0.9901107808289804,0.9570093457943926,0.9362880886426593,1.0,0.9670958512160229,0.9936172769050551,0.9093818043653475,0.9959654460764995
30,30.0,0.030909521856868665,0.9927184466019418,0.9923501912452188,0.996160409556314,0.994251649989355,0.9971365713170458,0.9843350704146049,0.9930644177812569,0.03937261464032001,0.9914933837429112,0.9867256637168141,1.0,0.9933184855233852,0.9973716670317129,0.9817823257985235,0.9901243049586628,0.9607476635514018,0.9439775910364145,0.9970414201183432,0.9697841726618704,0.9939927312047577,0.9166888601114797,0.9962932938267466
31,31.0,0.027396982293596096,0.9954153182308522,0.9961620469083156,0.9965870307167235,0.9963744934954146,0.9980461126179776,0.9901407040609902,0.9937984736928023,0.02957562822672505,0.9933837429111532,0.9910979228486647,0.9985052316890882,0.9947877885331348,0.9973255559270061,0.9857836967169868,0.9900973519612211,0.9719626168224299,0.9627507163323782,0.9940828402366864,0.9781659388646287,0.9957498573273661,0.9399695201597599,0.9973468665132331
32,32.0,0.02557281686441155,0.993797195253506,0.9940400170285227,0.996160409556314,0.9950990837417429,0.9987066873179666,0.9866566971060922,0.9963757256851907,0.026603411407771543,0.994328922495274,0.9940387481371088,0.9970104633781763,0.9955223880597015,0.9973255559270061,0.9877986570523754,0.9900970193706061,0.9794392523364486,0.9739130434782609,0.9940828402366864,0.9838945827232797,0.9970414201183433,0.955862763626085,0.9981677490871221
33,33.0,0.032032196035261036,0.9924487594390508,0.9927659574468085,0.9953071672354948,0.994034938219003,0.9978268593676498,0.9837543953426401,0.9944951564908835,0.029002306061235234,0.9933837429111532,0.9925595238095238,0.9970104633781763,0.9947800149142431,0.9973025003746527,0.9857662690702628,0.9900836627377728,0.9700934579439252,0.9653179190751445,0.9881656804733728,0.976608187134503,0.9961853843150211,0.9356647724681197,0.9976482546401363
34,34.0,0.024980253989063807,0.9954153182308522,0.9953171562366965,0.9974402730375427,0.9963775836352013,0.9981512040475213,0.9901386569206833,0.9947299800967347,0.03182546304809968,0.994328922495274,0.9911111111111112,1.0,0.9955357142857144,0.997290972598476,0.9878380688510395,0.9900764666811757,0.9644859813084112,0.9518413597733711,0.9940828402366864,0.9725036179450072,0.9968161475385215,0.9241725330873539,0.9980866729803369
35,35.0,0.0257826461200527,0.9948759439050702,0.9953131657435024,0.9965870307167235,0.9959496908974632,0.9978643920210584,0.9889787194660891,0.9956161095001468,0.030770156702417565,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9973332411111239,0.9858176550943352,0.9901014115071747,0.9626168224299065,0.9466292134831461,0.9970414201183432,0.9711815561959655,0.9962004024870093,0.9205965542382608,0.9976911811282559
36,36.0,0.02613444202664954,0.9943365695792881,0.9944657300979141,0.9965870307167235,0.9955252503728959,0.9982262693543382,0.9878173503776225,0.9957998698816796,0.04752368101716351,0.9877126654064272,0.9809384164222874,1.0,0.9903774981495189,0.9973678244396541,0.9737332349204466,0.9901221645852929,0.9514018691588785,0.9285714285714286,1.0,0.962962962962963,0.9964857477547833,0.8977855279754762,0.9978292776285844
37,37.0,0.031256781171649664,0.9943365695792881,0.9940450871969375,0.9970136518771331,0.9955271565495207,0.997850630048142,0.9878176080158836,0.9958850657630853,0.03585268436651149,0.994328922495274,0.9911111111111112,1.0,0.9955357142857144,0.997290972598476,0.9878380688510395,0.9900761635693546,0.9607476635514018,0.9439775910364145,0.9970414201183432,0.9697841726618704,0.9963205478629141,0.9166888601114797,0.9977962643376456
38,38.0,0.026473600248592185,0.9954153182308522,0.9957392415850022,0.9970136518771331,0.996376039224046,0.9982688063615345,0.9901390136872237,0.995641861012453,0.03326455298071773,0.9924385633270322,0.9896296296296296,0.9985052316890882,0.9940476190476191,0.9973601392555362,0.9837591361981793,0.9901176471725328,0.9644859813084112,0.9492957746478873,0.9970414201183432,0.9725829725829725,0.9966209113026763,0.9245096091910591,0.9979335721040764
39,39.0,0.025569153383993088,0.994066882416397,0.9936224489795918,0.9970136518771331,0.9953151618398637,0.9982459739973777,0.9872376396997763,0.9957543259968329,0.03644064867988736,0.9914933837429112,0.9867256637168141,1.0,0.9933184855233852,0.9973409262952417,0.9817823257985235,0.9901063077727511,0.9570093457943926,0.9387186629526463,0.9970414201183432,0.9670014347202296,0.9965758567867119,0.9088890871209596,0.997906290198354
40,40.0,0.024115540290164973,0.9956850053937433,0.9961636828644501,0.9970136518771331,0.9965884861407249,0.9980705088426931,0.9907197500099207,0.9956314231239403,0.03292094625353053,0.9933837429111532,0.9896449704142012,1.0,0.9947955390334573,0.9972756022302405,0.9858176550943352,0.9900679362908601,0.9626168224299065,0.9491525423728814,0.9940828402366864,0.9710982658959538,0.995870002703271,0.920237434585831,0.997430810830956
41,41.0,0.022766855449898985,0.9959546925566343,0.9957428693060877,0.9978668941979523,0.9968037502663541,0.9982175117352096,0.9912993101922136,0.994675221563385,0.028558098673221913,0.9933837429111532,0.9910979228486647,0.9985052316890882,0.9947877885331348,0.9973409262952417,0.9857836967169868,0.9901062964110655,0.9682242990654205,0.9546742209631728,0.9970414201183432,0.9753979739507959,0.9960502207671282,0.9323522688052134,0.9975878263024431
42,42.0,0.023767350858404927,0.9954153182308522,0.9953171562366965,0.9974402730375427,0.9963775836352013,0.9982641147798584,0.9901386569206833,0.9947180445389443,0.039903206392481835,0.9896030245746692,0.9838235294117647,1.0,0.9918458117123795,0.9973447688873006,0.9777542261634995,0.9901085682035313,0.9551401869158879,0.9361111111111111,0.9970414201183432,0.9656160458452722,0.9952842939957349,0.9049967745774227,0.997065932755894
43,43.0,0.026450458873855002,0.9948759439050702,0.9940501487462814,0.9978668941979523,0.9959548648073239,0.9976951823086084,0.9889805773926984,0.9939132259940274,0.025380128588780956,0.994328922495274,0.9940387481371088,0.9970104633781763,0.9955223880597015,0.9972602318620047,0.9877986570523754,0.9900575644778857,0.9757009345794393,0.968299711815562,0.9940828402366864,0.981021897810219,0.9966809839906288,0.9479036334941363,0.99799262141448
44,44.0,0.018014477561865937,0.9964940668824164,0.9970149253731343,0.9974402730375427,0.9972275538494348,0.9985678165003554,0.9924605779717462,0.9959581878985065,0.03695904644952633,0.9905482041587902,0.9852724594992637,1.0,0.9925816023738873,0.9973524540714184,0.979767379860189,0.9901132054308832,0.9570093457943926,0.9387186629526463,0.9970414201183432,0.9670014347202296,0.996305529690926,0.9088890871209596,0.9977250785806993
45,45.0,0.025619901857361953,0.9951456310679612,0.9957374254049446,0.9965870307167235,0.9961620469083157,0.9980214036211503,0.9895596346444603,0.9956308718533542,0.03214276173206606,0.9924385633270322,0.9881831610044313,1.0,0.9940564635958394,0.9973217133349472,0.983799079146908,0.9900948556270786,0.9644859813084112,0.9492957746478873,0.9970414201183432,0.9725829725829725,0.996741056678581,0.9245096091910591,0.9980518011530614
46,46.0,0.022041640501618064,0.9962243797195254,0.9961669505962522,0.9978668941979523,0.9970161977834613,0.997986060372524,0.9918793787331914,0.9956029840200207,0.028199439209891177,0.9933837429111532,0.9910979228486647,0.9985052316890882,0.9947877885331348,0.9973255559270061,0.9857836967169868,0.9900973242137525,0.9719626168224299,0.9627507163323782,0.9940828402366864,0.9781659388646287,0.9960652389391164,0.9399695201597599,0.9976160463179607
