,epoch,train_loss,train_acc,train_pre,train_rec,train_f1,train_auc,train_mcc,valid_loss,valid_acc,valid_pre,valid_rec,valid_f1,valid_auc,valid_mcc,test_acc,test_pre,test_rec,test_f1,test_auc,test_mcc,test_pr-auc,train_pr-auc,valid_pr-auc
0,0.0,0.6851975571247624,0.5671521035598706,0.6081357916300849,0.886518771331058,0.7214025342822427,0.4546987128802058,-0.17062336371548187,0.6694021174272202,0.6143667296786389,0.6268221574344023,0.9641255605381166,0.7597173144876325,0.5326005510277013,-0.06798369631003222,0.6056074766355141,0.6237816764132553,0.9467455621301775,0.7520564042303173,0.5259589102814406,-0.08003411317258224,0.6786680675221167,0.6396230969969828,0.7007614985056734
1,1.0,0.6622215789755829,0.6197411003236246,0.6277352297592997,0.9790955631399317,0.7649999999999999,0.6050015075615787,-0.07670779141411015,0.6567164499502777,0.6275992438563327,0.630579297245964,0.992526158445441,0.7711962833914054,0.7871492193774232,-0.052545140587475066,0.6280373831775701,0.6308851224105462,0.9911242603550295,0.7710011507479861,0.7015588862523654,-0.021274129656676504,0.7689567422271146,0.7489249203315838,0.8391318568522216
2,2.0,0.6504104914145691,0.6310679611650486,0.6317494600431965,0.9982935153583617,0.773809523809524,0.6533323053556594,-0.025068184830802344,0.6488783474455259,0.6313799621928167,0.6319772942289499,0.9985052316890882,0.7740440324449593,0.8231485430812209,-0.023454395713439012,0.6317757009345795,0.6317757009345795,1.0,0.7743413516609393,0.7426636229838105,0.0,0.7828376744512642,0.7809409658650837,0.8533998606115314
3,3.0,0.6428742581072234,0.6321467098166127,0.6321467098166127,1.0,0.774619960343688,0.7224452461141192,0.0,0.644939434776234,0.6323251417769377,0.6323251417769377,1.0,0.7747539085118704,0.8533263398157862,0.0,0.6317757009345795,0.6317757009345795,1.0,0.7743413516609393,0.7694335145526086,0.0,0.7945655032375609,0.8275380977234301,0.8671888871363493
4,4.0,0.6385910943102296,0.6321467098166127,0.6321467098166127,1.0,0.774619960343688,0.7282848578263088,0.0,0.6432087413530043,0.6323251417769377,0.6323251417769377,1.0,0.7747539085118704,0.8626984218474414,0.0,0.6317757009345795,0.6317757009345795,1.0,0.7743413516609393,0.7754107470038747,0.0,0.7992467910372224,0.8245119066169646,0.8727351197970531
5,5.0,0.6356285251717223,0.6321467098166127,0.6321467098166127,1.0,0.774619960343688,0.7447790515248267,0.0,0.6416580029155897,0.6323251417769377,0.6323251417769377,1.0,0.7747539085118704,0.8686563608347647,0.0,0.6317757009345795,0.6317757009345795,1.0,0.7743413516609393,0.7824167242363259,0.0,0.8006816443303333,0.8378525791541426,0.8763334314770841
6,6.0,0.6339916553440732,0.6321467098166127,0.6321467098166127,1.0,0.774619960343688,0.7392611259295587,0.0,0.6418214244292679,0.6323251417769377,0.6323251417769377,1.0,0.7747539085118704,0.8643872410573276,0.0,0.6317757009345795,0.6317757009345795,1.0,0.7743413516609393,0.7771303276965128,0.0,0.8008104428451134,0.839909836634542,0.8759439319105062
7,7.0,0.63292094528225,0.6321467098166127,0.6321467098166127,1.0,0.774619960343688,0.7271998513706925,0.0,0.641900162052342,0.6323251417769377,0.6323251417769377,1.0,0.7747539085118704,0.8722434205217471,0.0,0.6317757009345795,0.6317757009345795,1.0,0.7743413516609393,0.7860811582014238,0.0,0.8055958312756342,0.8339249033650231,0.8811897999935664
8,8.0,0.6327395906597537,0.6321467098166127,0.6321467098166127,1.0,0.774619960343688,0.6995645586660395,0.0,0.6427875418068105,0.6323251417769377,0.6323251417769377,1.0,0.7747539085118704,0.8644564077143878,0.0,0.6317757009345795,0.6317757009345795,1.0,0.7743413516609393,0.7773105457603702,0.0,0.7996818199315321,0.8274648126468982,0.8780020685116687
9,9.0,0.6323573975115532,0.6321467098166127,0.6321467098166127,1.0,0.774619960343688,0.8025618225356059,0.0,0.6435211134092118,0.6323251417769377,0.6323251417769377,1.0,0.7747539085118704,0.8673268239823856,0.0,0.6317757009345795,0.6317757009345795,1.0,0.7743413516609393,0.7811852341333013,0.0,0.8052169993279524,0.8737162917515058,0.880413938949196
