,epoch,train_loss,train_acc,train_pre,train_rec,train_f1,train_auc,train_mcc,valid_loss,valid_acc,valid_pre,valid_rec,valid_f1,valid_auc,valid_mcc,test_acc,test_pre,test_rec,test_f1,test_auc,test_mcc
0,0.0,0.7148076891899109,0.40938511326860844,0.8632075471698113,0.0780716723549488,0.14319248826291078,0.5284053376437501,0.1179946450019533,0.7079103589057922,0.4215500945179584,0.8701298701298701,0.10014947683109118,0.17962466487935655,0.5372212679785275,0.13817489799467841,0.4205607476635514,0.868421052631579,0.09763313609467456,0.17553191489361702,0.536126212717388,0.13566689986227826
1,1.0,0.7141205668449402,0.412891046386192,0.8678414096916299,0.0840443686006826,0.1532477635161416,0.531025116851661,0.12481433584839301,0.7045016884803772,0.42438563327032136,0.875,0.10463378176382661,0.18691588785046728,0.5394634204448953,0.14394552195484406,0.43177570093457945,0.9047619047619048,0.11242603550295859,0.2,0.5460607334875199,0.16519777878461947
2,2.0,0.7112584114074707,0.4134304207119741,0.8722466960352423,0.08447098976109214,0.1540256709451575,0.5316049963468218,0.12714719649180814,0.7021406888961792,0.42533081285444235,0.8674698795180723,0.10762331838565023,0.1914893617021277,0.5396728417121054,0.14228850314844127,0.43177570093457945,0.9047619047619048,0.11242603550295859,0.2,0.5460607334875199,0.16519777878461947
3,3.0,0.7021358609199524,0.4145091693635383,0.8744588744588745,0.08617747440273038,0.15689320388349517,0.5324582386676409,0.12951873633972077,0.7004463076591492,0.42344045368620037,0.8554216867469879,0.10612855007473841,0.18882978723404253,0.5376401105129476,0.1349980175883148,0.42990654205607476,0.9024390243902439,0.10946745562130178,0.19525065963060687,0.5445814435466916,0.16166655461987475
4,4.0,0.6979077458381653,0.4155879180151025,0.8798283261802575,0.08745733788395904,0.15909972836631742,0.5334647393232113,0.1329989051609174,0.6992028951644897,0.4224952741020794,0.8536585365853658,0.10463378176382661,0.18641810918774968,0.5368927263574916,0.13305364323881644,0.42990654205607476,0.9024390243902439,0.10946745562130178,0.19525065963060687,0.5445814435466916,0.16166655461987475
5,5.0,0.6994328498840332,0.4166666666666667,0.8818565400843882,0.08916382252559726,0.16195273149941883,0.5343179816440303,0.1353119778841065,0.6982569694519043,0.42344045368620037,0.8554216867469879,0.10612855007473841,0.18882978723404253,0.5376401105129476,0.1349980175883148,0.42429906542056073,0.8947368421052632,0.10059171597633136,0.18085106382978725,0.5401435737242064,0.15075353287543952
6,6.0,0.70054692029953,0.418554476806904,0.8852459016393442,0.09215017064846416,0.1669242658423493,0.5358111557054638,0.1392997915497964,0.6975138187408447,0.42060491493383745,0.85,0.10164424514200299,0.18157543391188252,0.53539795804658,0.12911647013125838,0.42429906542056073,0.8947368421052632,0.10059171597633136,0.18085106382978725,0.5401435737242064,0.15075353287543952
7,7.0,0.6961847543716431,0.4180151024811219,0.8907563025210085,0.09044368600682594,0.16421378776142523,0.5356910512145566,0.14045011788792228,0.6969150304794312,0.4168241965973535,0.8421052631578947,0.09566517189835576,0.17181208053691274,0.5324084214247562,0.12103561821038676,0.4224299065420561,0.8918918918918919,0.09763313609467456,0.17600000000000002,0.5386642837833778,0.14699951274058373
8,8.0,0.6988033056259155,0.4147788565264293,0.9027777777777778,0.08319112627986348,0.15234375,0.5338976159258555,0.1395793418039251,0.6964319348335266,0.41304347826086957,0.8333333333333334,0.08968609865470852,0.16194331983805668,0.5294188848029328,0.11265211638826528,0.41495327102803736,0.8571428571428571,0.08875739644970414,0.16085790884718495,0.5316883428949029,0.12362376425104864
9,9.0,0.697231113910675,0.41262135922330095,0.9029126213592233,0.07935153583617748,0.1458823529411765,0.5323443896189685,0.13618311482638903,0.6960394382476807,0.41304347826086957,0.8636363636363636,0.08520179372197309,0.15510204081632653,0.5310327734676703,0.12374015125281294,0.4074766355140187,0.8387096774193549,0.07692307692307693,0.14092140921409216,0.5257711831315892,0.10640442785297842
10,10.0,0.6960038542747498,0.41019417475728154,0.9067357512953368,0.07465870307167236,0.13795821836815136,0.5307311110666281,0.1334298284136327,0.695717990398407,0.40831758034026466,0.8524590163934426,0.07772795216741404,0.14246575342465753,0.5272958526903909,0.11292810077930068,0.40186915887850466,0.8461538461538461,0.0650887573964497,0.12087912087912088,0.5223920944342656,0.10045478089584858
