num_clusters,train_rand_score,train_adjusted_rand_score,train_mutual_info_score,train_normalized_mutual_info_score,train_adjusted_mutual_info_score,train_homogeneity_score,train_completeness_score,train_v_measure_score,train_fowlkes_mallows_score,train_silhouette_score,train_calinski_harabasz_score,train_davies_bouldin_score,val_rand_score,val_adjusted_rand_score,val_mutual_info_score,val_normalized_mutual_info_score,val_adjusted_mutual_info_score,val_homogeneity_score,val_completeness_score,val_v_measure_score,val_fowlkes_mallows_score,val_silhouette_score,val_calinski_harabasz_score,val_davies_bouldin_score,test_rand_score,test_adjusted_rand_score,test_mutual_info_score,test_normalized_mutual_info_score,test_adjusted_mutual_info_score,test_homogeneity_score,test_completeness_score,test_v_measure_score,test_fowlkes_mallows_score,test_silhouette_score,test_calinski_harabasz_score,test_davies_bouldin_score
2.0,0.8142794660325127,0.6228907064769135,0.3523996882756035,0.569033846255056,0.5689399311951329,0.5357220051605297,0.6067631089563682,0.569033846255056,0.8392058558134762,0.5630595088005066,4323.29428597173,0.7284304332164904,0.834835903589894,0.6650792693688841,0.38458934477744733,0.6164553831792244,0.6161640169850995,0.5847430266901429,0.6518046936684341,0.6164553831792244,0.8557043407563725,0.5788022875785828,1382.265031686013,0.6802371427759519,0.71468374811859,0.4147902995467793,0.24074483061835517,0.41753209801941427,0.41658119436950564,0.3658714593190616,0.48618019492170433,0.4175320980194143,0.7715889271421282,0.569050669670105,536.3804360807967,0.7422797646750302
3.0,0.6724470076001291,0.3583932009394034,0.3340129381374815,0.38545626467211513,0.3852648250398832,0.5077702589470747,0.3106302471843579,0.3854562646721152,0.6437333862533405,0.5213358998298645,4665.068690858825,0.6855659850055223,0.6975389562427458,0.4066031318142394,0.36407284691647046,0.42383261585830395,0.42319651172252903,0.553549029198476,0.343368943377733,0.4238326158583039,0.6747876015255296,0.5915278792381287,1689.6224556748243,0.5230397850352436,0.6106269032867794,0.23411496313180707,0.2255963594091088,0.26743089583652596,0.26579597403758237,0.34284960147254395,0.219209953278149,0.26743089583652596,0.5808631224726459,0.5824870467185974,773.8076805436211,0.58772621195673
4.0,0.6729577181163133,0.36092728399054297,0.3652990222332044,0.39450424532988876,0.3942391914143603,0.5553317190249665,0.30591064521507255,0.3945042453298887,0.6403115693741969,0.561582624912262,5408.744217379813,0.6190834867837596,0.685518990330017,0.38519535089078666,0.3965613033352752,0.42415443333105984,0.42327612235782647,0.6029456092046539,0.3271459883726108,0.42415443333105984,0.6555619692554435,0.6021348834037781,1774.3853858026198,0.5829436507575237,0.6120900276523504,0.2390739378552442,0.24850814005556987,0.2740797572564714,0.2718033013242977,0.3776697328090621,0.21508475962761903,0.2740797572564713,0.5755159365009122,0.6051753163337708,837.1378811665226,0.5710922045849574
5.0,0.6166699986526555,0.2603714652819642,0.39906520828721515,0.3712342486382943,0.3709181484810141,0.606663458244131,0.267445925722862,0.37123424863829424,0.5456925482104756,0.5793874859809875,6349.975568969644,0.6090799481778137,0.6288135805405676,0.2849465303822194,0.4336814542505618,0.39550738381445055,0.3944592021167595,0.6593843787445645,0.28246756335901074,0.3955073838144506,0.5597053515970469,0.560920238494873,1968.3092833660992,0.6504560451949786,0.5896461199201932,0.20753721401515546,0.3037199941666233,0.2824025279970068,0.279874818672409,0.4615778341104992,0.2034336455606298,0.2824025279970068,0.506692523385622,0.6011688709259033,981.2130957398023,0.6135799943399277
6.0,0.5958375201410551,0.22296875877531386,0.409091761609483,0.3550225264157203,0.35464429489351956,0.6219059383863196,0.24841726259454583,0.35502252641572035,0.5084183385660327,0.5655103921890259,6972.24766708651,0.6622858520440699,0.6118647311201049,0.2543484989574176,0.44252412402894203,0.38071737778548936,0.379448986791545,0.6728290816736684,0.26546470778874504,0.38071737778548936,0.5304153584476343,0.5449020862579346,2081.257676248155,0.6747879128008908,0.5833315831845707,0.19711273105120186,0.3234553731515347,0.2849015151182504,0.2819093047471244,0.4915706355794988,0.20057468463034303,0.2849015151182504,0.49193990458642606,0.5984783172607422,1062.8012123167207,0.6383603723053882
7.0,0.5838960606613512,0.20343399905141907,0.41537366920085633,0.3372713429480381,0.33683490126546706,0.6314557655940317,0.23008069094225136,0.3372713429480381,0.48096464599562616,0.5476155281066895,7353.782580479267,0.6811998638082519,0.5963054834723234,0.22747889587958642,0.4518302826357717,0.3627234247026665,0.36126124048067204,0.6869784891507921,0.2464150733478051,0.36272342470266644,0.4997710285194988,0.533332347869873,2276.0826037690354,0.6894132407116721,0.5649900241520529,0.1654019755737852,0.33660864630063625,0.27514870703405325,0.271769108377956,0.5115602952931604,0.1881824128888338,0.27514870703405314,0.4522062818376553,0.5670943856239319,1124.0543791891916,0.6601713213236016
8.0,0.5727961822715647,0.18476829513358412,0.4165268231064556,0.32029742960722685,0.3198027040683241,0.6332088032473545,0.2143651060819896,0.32029742960722685,0.4559748121933577,0.5290182828903198,7227.455108575282,0.725106076035496,0.5836273792682861,0.20473355655254863,0.4486929207490285,0.3466133434063471,0.34492770882846474,0.6822083349320419,0.232326330366234,0.3466133434063471,0.47547504024886944,0.5292771458625793,2269.918368879428,0.7345849818565768,0.5640169414400225,0.16542282680688497,0.34083676216089875,0.2662027955856443,0.2623800529022373,0.5179859656429285,0.17913073639000537,0.26620279558564436,0.44431855661704944,0.5581124424934387,1125.918121550086,0.7263786772240286
9.0,0.5709912352763322,0.18135048314256694,0.416908284096355,0.3179320764728257,0.31736831797749426,0.6337887045730323,0.21218633099864942,0.3179320764728256,0.45277093437221244,0.5288805365562439,7335.443386183739,0.713090335338485,0.5812934921211189,0.20054650283736095,0.4516739303676037,0.3429839960211472,0.34107198672464517,0.6867407657199173,0.22857026238450948,0.3429839960211472,0.47088823933922885,0.5147643685340881,2289.908016470298,0.7551388411051269,0.5636879134726451,0.1647224952768528,0.3367212774763323,0.2608876330420869,0.2564556565941014,0.5117314662898995,0.17507046330304865,0.2608876330420869,0.44400092723425005,0.5460513234138489,1134.0006059783557,0.742466302981318
10.0,0.5632611732839327,0.16753152051532544,0.42040816628774197,0.3102641030026819,0.3096434803427695,0.6391092651971639,0.2048574367508623,0.310264103002682,0.43674462922157625,0.5114010572433472,7410.143829011671,0.7691424266250431,0.5759854637281746,0.19132491988352887,0.45919449429016435,0.3377529648747779,0.33565126836124287,0.6981752928856129,0.22275770370118675,0.33775296487477785,0.459663416807552,0.5218647718429565,2475.51187573374,0.7675573772573893,0.5575693933984389,0.15367125816776644,0.3360124614422415,0.2535983474559808,0.24869845306691063,0.5106542445854274,0.16868485319078025,0.2535983474559808,0.43155728336743765,0.5369672179222107,1187.7539257386497,0.7669984090978795
11.0,0.5547305616447963,0.15297320912943355,0.4186863012473291,0.296635214258824,0.29595999389447525,0.6364916664229436,0.19337963401471903,0.29663521425882394,0.41657690145443177,0.4928381145000458,7384.4699391368185,0.800056989675467,0.5659363358508315,0.173572151935482,0.4598268149499897,0.32748711469409897,0.3251876150274752,0.6991366952268008,0.21382255663875954,0.32748711469409897,0.4383971404477742,0.5108820199966431,2447.28433888385,0.7956962698110484,0.5492876894536035,0.13968667853579442,0.34254399099202315,0.24813960860891687,0.2428655911580489,0.5205805231344879,0.16289174683748037,0.2481396086089169,0.41083483581135494,0.5478461980819702,1256.427337436351,0.7715086471029352
