,epoch,train_loss,train_acc,train_pre,train_rec,train_f1,train_auc,train_mcc,valid_loss,valid_acc,valid_pre,valid_rec,valid_f1,valid_auc,valid_mcc,test_acc,test_pre,test_rec,test_f1,test_auc,test_mcc,test_pr-auc,train_pr-auc,valid_pr-auc
0,0.0,0.7724250124881954,0.3201186623516721,0.31452388586085284,0.719208211143695,0.43765335712692394,0.4018381929778908,-0.25448987556090813,0.6855513497426514,0.6323251417769377,0.0,0.0,0.0,0.5131589565057004,0.0,0.6317757009345795,0.0,0.0,0.0,0.4721788363920344,0.0,0.36486039325254543,0.30033318161398925,0.3722477109055703
1,1.0,0.6928955575023268,0.6318770226537217,0.0,0.0,0.0,0.29475800196170665,-0.012529019595328818,0.6785132811741027,0.6323251417769377,0.0,0.0,0.0,0.479784123178131,0.0,0.6317757009345795,0.0,0.0,0.0,0.4534061214069024,0.0,0.35761828996242395,0.26479275595375706,0.3592197761446354
2,2.0,0.7006884065517973,0.6321467098166127,0.0,0.0,0.0,0.23473937951017385,0.0,0.6774017577585967,0.6323251417769377,0.0,0.0,0.0,0.5107515725808001,0.0,0.6317757009345795,0.0,0.0,0.0,0.48999038836992753,0.0,0.3733359915970701,0.24568879007919756,0.3739068361062634
3,3.0,0.7035925406982726,0.6321467098166127,0.0,0.0,0.0,0.21966376372444024,0.0,0.6765944187041717,0.6323251417769377,0.0,0.0,0.0,0.5198719648325975,0.0,0.6317757009345795,0.0,0.0,0.0,0.49291893190760816,0.0,0.37396948376575156,0.2428125274859662,0.3777878042304323
4,4.0,0.7032222729799174,0.6321467098166127,0.0,0.0,0.0,0.2195469433407064,0.0,0.6755772781732627,0.6323251417769377,0.0,0.0,0.0,0.5095449986743057,0.0,0.6317757009345795,0.0,0.0,0.0,0.47344036283903523,0.0,0.3681196324550207,0.2424203460595884,0.37357435664350747
5,5.0,0.7010176426770232,0.6321467098166127,0.0,0.0,0.0,0.221629067288541,0.0,0.6740216785207362,0.6323251417769377,0.0,0.0,0.0,0.5150341414304432,0.0,0.6317757009345795,0.0,0.0,0.0,0.48920944342654604,0.0,0.3737477672461761,0.24345549941706407,0.37636563428878933
6,6.0,0.6965674618429865,0.6321467098166127,0.0,0.0,0.0,0.2363714243892186,0.0,0.6722404517388298,0.6323251417769377,0.0,0.0,0.0,0.5374095549894137,0.0,0.6317757009345795,0.0,0.0,0.0,0.4970339110323492,0.0,0.37748730250102336,0.24674527423104556,0.386914105767229
7,7.0,0.6889457752789494,0.6321467098166127,0.0,0.0,0.0,0.2864335722078208,0.0,0.6698034054164851,0.6323251417769377,0.0,0.0,0.0,0.5615717738557722,0.0,0.6317757009345795,0.0,0.0,0.0,0.5185549514913045,0.0,0.3868555515626153,0.2632874677752686,0.39851779076384775
8,8.0,0.6856887997032627,0.6321467098166127,0.0,0.0,0.0,0.2966483966050464,0.0,0.667728510606041,0.6323251417769377,0.0,0.0,0.0,0.5588685103423365,0.0,0.6317757009345795,0.0,0.0,0.0,0.5150106629021115,0.0,0.3855974851960885,0.2686167821385279,0.3977002903102204
9,9.0,0.6789766424682148,0.6321467098166127,0.0,0.0,0.0,0.34483531922772814,0.0,0.6636738617163299,0.6323251417769377,0.0,0.0,0.0,0.5825638542735387,0.0,0.6317757009345795,0.0,0.0,0.0,0.5264845463010243,0.0,0.3900856231293902,0.2838068146310707,0.40859464222763814
10,10.0,0.6842934238486306,0.6321467098166127,0.0,0.0,0.0,0.2834326801817581,0.0,0.6629642430685869,0.6323251417769377,0.0,0.0,0.0,0.5371424948413202,0.0,0.6317757009345795,0.0,0.0,0.0,0.4964782386687892,0.0,0.38535217227026497,0.2789373349255232,0.3931128990725648
11,11.0,0.6831559967711777,0.6321467098166127,0.0,0.0,0.0,0.28149583887982543,0.0,0.6590444563917942,0.6323251417769377,0.0,0.0,0.0,0.5827848033169254,0.0,0.6317757009345795,0.0,0.0,0.0,0.5444462799987986,0.0,0.4810911248753268,0.3107822669049891,0.47644347788256036
12,12.0,0.6779608761222617,0.6321467098166127,0.0,0.0,0.0,0.3284129067288541,0.0,0.6552931127791594,0.6323251417769377,0.0,0.0,0.0,0.6767246513808355,0.0,0.6317757009345795,0.0,0.0,0.0,0.6028744781185235,0.0,0.5664100218499963,0.401729677692733,0.6227482506638613
